id,loan_amnt,term,int_rate,installment,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,total_pymnt
1067109,8500, 36 months,6.03%,258.71,RENT,25000,Not Verified,Dec-11,Fully Paid,credit_card,9074.821136
1067971,8000, 36 months,9.91%,257.8,RENT,34000,Source Verified,Dec-11,Fully Paid,credit_card,9280.79
1057518,8000, 36 months,12.42%,267.33,RENT,40000,Not Verified,Dec-11,Fully Paid,credit_card,9623.539087
1067473,16000, 60 months,15.27%,382.92,RENT,42656.4,Source Verified,Dec-11,Fully Paid,debt_consolidation,22394.08
1062177,15000, 36 months,17.27%,536.81,MORTGAGE,44400,Source Verified,Dec-11,Fully Paid,house,17994.71325
1067447,10000, 36 months,9.91%,322.25,OWN,30000,Not Verified,Dec-11,Fully Paid,debt_consolidation,11387.44049
1059412,10000, 36 months,6.62%,307.04,MORTGAGE,70000,Not Verified,Dec-11,Fully Paid,credit_card,10903.4743
1062608,8000, 36 months,14.65%,275.96,RENT,28000,Not Verified,Dec-11,Fully Paid,car,8637.015205
1067664,22000, 36 months,9.91%,708.95,MORTGAGE,50000,Verified,Dec-11,Fully Paid,debt_consolidation,25523.44999
1067441,6000, 36 months,14.27%,205.86,MORTGAGE,94800,Verified,Dec-11,Fully Paid,car,7217.547545
1067654,16000, 60 months,9.91%,339.25,OWN,40000,Verified,Dec-11,Fully Paid,debt_consolidation,20209.06
1067644,2500, 36 months,7.51%,77.78,OWN,12000,Source Verified,Dec-11,Charged Off,debt_consolidation,1838.88
1062288,13500, 36 months,9.91%,435.04,MORTGAGE,36000,Source Verified,Dec-11,Fully Paid,credit_card,15622.37656
1067434,25000, 36 months,12.42%,835.39,RENT,225000,Verified,Dec-11,Fully Paid,debt_consolidation,30073.68
1067419,10000, 36 months,13.49%,339.31,RENT,45900,Verified,Dec-11,Fully Paid,small_business,12177.62544
1067601,2500, 36 months,13.49%,84.83,RENT,27200,Not Verified,Dec-11,Fully Paid,debt_consolidation,3053.71
1067579,7325, 36 months,12.69%,245.72,RENT,42000,Not Verified,Dec-11,Fully Paid,debt_consolidation,8845.75
1067563,4000, 36 months,12.42%,133.67,RENT,135000,Verified,Dec-11,Fully Paid,credit_card,4337.425225
1067364,10000, 36 months,13.49%,339.31,RENT,65000,Not Verified,Dec-11,Charged Off,small_business,9270.84
1067152,7750, 36 months,17.27%,277.36,RENT,24000,Not Verified,Dec-11,Charged Off,debt_consolidation,6934
1062471,20000, 60 months,20.89%,539.84,RENT,70000,Source Verified,Dec-11,Charged Off,debt_consolidation,5425.96
1066842,9600, 36 months,12.42%,320.79,RENT,65000,Verified,Dec-11,Fully Paid,debt_consolidation,11338.81668
1067126,21000, 60 months,11.71%,464.07,RENT,60000,Not Verified,Dec-11,Charged Off,debt_consolidation,3708.24
1067326,14000, 36 months,10.65%,456.03,RENT,30000,Source Verified,Dec-11,Fully Paid,credit_card,15200.41047
1066789,13350, 36 months,12.42%,446.1,RENT,43000,Not Verified,Dec-11,Fully Paid,debt_consolidation,16059.37
1067324,15000, 36 months,16.77%,533.08,RENT,42000,Verified,Dec-11,Charged Off,debt_consolidation,13373.77
1067102,15000, 36 months,17.27%,536.81,RENT,75000,Source Verified,Dec-11,Charged Off,debt_consolidation,10198.4
1046969,11000, 60 months,13.49%,253.06,MORTGAGE,129000,Verified,Dec-11,Current,debt_consolidation,13131.62
1067084,35000, 36 months,10.65%,1140.07,MORTGAGE,168000,Verified,Dec-11,Fully Paid,debt_consolidation,38061.50488
1067090,9000, 36 months,10.65%,293.16,MORTGAGE,74000,Source Verified,Dec-11,Fully Paid,credit_card,10553.74
1060875,22475, 60 months,15.27%,537.87,MORTGAGE,52000,Verified,Dec-11,Fully Paid,debt_consolidation,32080.69004
1067265,16000, 36 months,12.69%,536.72,RENT,58500,Source Verified,Dec-11,Charged Off,debt_consolidation,12295.72
1067287,13500, 36 months,12.69%,452.86,RENT,71000,Source Verified,Dec-11,Fully Paid,debt_consolidation,16302.76
1067066,24000, 36 months,12.69%,805.08,RENT,75000,Verified,Dec-11,Fully Paid,debt_consolidation,28982.71001
1067283,12000, 36 months,10.65%,390.88,RENT,60000,Not Verified,Dec-11,Fully Paid,credit_card,14071.63
1067266,8400, 60 months,16.77%,207.73,RENT,87996,Not Verified,Dec-11,Fully Paid,major_purchase,12290.64001
1066635,28000, 60 months,17.58%,704.64,MORTGAGE,140000,Verified,Dec-11,Fully Paid,home_improvement,28411.15
1067026,14000, 36 months,6.62%,429.86,RENT,66000,Source Verified,Dec-11,Fully Paid,debt_consolidation,15451.16044
1067038,12000, 36 months,14.27%,411.71,MORTGAGE,70000,Not Verified,Dec-11,Charged Off,other,4241.16
1067030,25000, 36 months,11.71%,826.9,MORTGAGE,1.00E+05,Verified,Dec-11,Fully Paid,debt_consolidation,29279.4541
1065350,9000, 36 months,12.69%,301.91,RENT,50000,Source Verified,Dec-11,Fully Paid,debt_consolidation,10868.48
1067028,13250, 36 months,10.65%,431.6,RENT,35000,Not Verified,Dec-11,Fully Paid,debt_consolidation,15537.4
1061877,20000, 36 months,13.49%,678.61,RENT,75000,Verified,Dec-11,Fully Paid,debt_consolidation,23865.33884
1067018,3000, 36 months,14.65%,103.49,RENT,71000,Verified,Dec-11,Fully Paid,medical,3725.309999
1067223,7350, 36 months,10.65%,239.42,MORTGAGE,48000,Not Verified,Dec-11,Fully Paid,debt_consolidation,8618.839995
1067004,11500, 36 months,15.27%,400.18,RENT,36000,Not Verified,Dec-11,Fully Paid,debt_consolidation,14406.18999
1031265,13650, 36 months,12.42%,456.12,MORTGAGE,86000,Not Verified,Dec-11,Charged Off,debt_consolidation,8203.29
1066835,10500, 36 months,16.29%,370.66,RENT,30000,Source Verified,Dec-11,Charged Off,debt_consolidation,2222.16
1067181,12000, 36 months,9.91%,386.7,RENT,60000,Not Verified,Dec-11,Fully Paid,debt_consolidation,13921.18
1067179,6000, 36 months,8.90%,190.52,RENT,34000,Not Verified,Dec-11,Fully Paid,credit_card,6858.700002
1067172,11500, 36 months,15.27%,400.18,MORTGAGE,44200,Verified,Dec-11,Fully Paid,credit_card,13605.53078
1066712,7000, 36 months,12.42%,233.91,MORTGAGE,82000,Not Verified,Dec-11,Fully Paid,debt_consolidation,8293.148925
1066706,29500, 60 months,20.30%,786.51,MORTGAGE,83000,Source Verified,Dec-11,Fully Paid,debt_consolidation,45755.22998
1066836,2000, 36 months,15.27%,69.6,RENT,41000,Verified,Dec-11,Fully Paid,moving,2520.401456
1066826,11625, 36 months,13.49%,394.45,MORTGAGE,36000,Source Verified,Dec-11,Fully Paid,credit_card,14199.83
1063280,15075, 36 months,14.27%,517.21,RENT,35000,Verified,Dec-11,Charged Off,debt_consolidation,15502.77
1057447,5300, 36 months,15.27%,184.43,RENT,30000,Verified,Dec-11,Fully Paid,credit_card,6627.889998
1040867,8200, 36 months,6.62%,251.77,RENT,40000,Source Verified,Dec-11,Fully Paid,home_improvement,9063.720001
1065232,12000, 36 months,12.42%,400.99,MORTGAGE,105000,Not Verified,Dec-11,Fully Paid,credit_card,14435.34999
1052492,8650, 36 months,14.27%,296.78,MORTGAGE,45000,Source Verified,Dec-11,Fully Paid,credit_card,10683.73
1066664,21000, 60 months,17.27%,294.98,MORTGAGE,109000,Verified,Dec-11,Current,debt_consolidation,15297.1
1066659,16000, 60 months,17.27%,399.97,RENT,50000,Source Verified,Dec-11,Current,debt_consolidation,20783.1
1066763,12000, 36 months,12.42%,400.99,RENT,83000,Not Verified,Dec-11,Fully Paid,debt_consolidation,14435.35
1066798,9500, 36 months,12.69%,318.68,MORTGAGE,52500,Source Verified,Dec-11,Charged Off,moving,7002.16
1066639,7400, 36 months,13.49%,251.09,OWN,25000,Source Verified,Dec-11,Fully Paid,debt_consolidation,9039.034417
1066633,14400, 36 months,13.49%,488.6,MORTGAGE,60000,Not Verified,Dec-11,Fully Paid,debt_consolidation,15454.59422
1060644,24250, 60 months,23.91%,519.76,MORTGAGE,120000,Verified,Dec-11,Fully Paid,debt_consolidation,22206.82132
1066766,7200, 36 months,7.90%,225.29,RENT,68000,Source Verified,Dec-11,Charged Off,debt_consolidation,7730.87
1066613,26000, 60 months,16.77%,642.96,MORTGAGE,53000,Verified,Dec-11,Charged Off,home_improvement,9622.45
1065648,7000, 60 months,11.71%,154.69,MORTGAGE,69600,Verified,Dec-11,Charged Off,credit_card,6126.24
1066768,4000, 36 months,7.51%,124.45,RENT,65000,Source Verified,Dec-11,Fully Paid,major_purchase,4182.637561
1066617,1500, 36 months,17.27%,53.69,MORTGAGE,144000,Verified,Dec-11,Fully Paid,debt_consolidation,1521.6
1062015,19600, 36 months,12.42%,654.94,RENT,75000,Verified,Dec-11,Fully Paid,credit_card,21996.45731
1066598,2500, 36 months,11.71%,82.69,MORTGAGE,29000,Verified,Dec-11,Fully Paid,debt_consolidation,2896.888187
1066503,10000, 36 months,12.69%,335.45,RENT,70000,Not Verified,Dec-11,Charged Off,credit_card,6351.59
1066530,10000, 36 months,6.62%,307.04,RENT,45000,Not Verified,Dec-11,Fully Paid,credit_card,11053.31
1066520,4225, 36 months,12.42%,141.18,MORTGAGE,55200,Not Verified,Dec-11,Fully Paid,other,5082.460001
